ID;MedoideCalculado;CoordCSV;DistanciaDoCentro;Area;Perimetro;Compacidade;Excentricidade
8775;(49,51);(50,50);1.4142135623730951;1429;184;1.885356806619737;0.6099842564045873
8776;(46,50);(50,50);4.0;900;140;1.7330204914450826;0.6452450877572148
8777;(50,52);(50,50);2.0;510;102;1.6233804195373325;0.31687472103673864
8778;(47,51);(50,50);3.1622776601683795;1494;180;1.7257764913579015;0.7681505729122213
8779;(40,50);(50,50);10.0;961;152;1.913171594794563;0.8024138718154272
8780;(59,48);(50,50);9.219544457292887;958;154;1.969999285160433;0.8022066459404598
8781;(46,55);(50,50);6.4031242374328485;493;102;1.6793590546937922;0.27354749072772083
8782;(48,56);(50,50);6.324555320336759;957;144;1.7242617032150165;0.5963391724462502
8783;(48,52);(50,50);2.8284271247461903;710;126;1.7793970961457257;0.6443891134000246
8784;(49,49);(50,50);1.4142135623730951;778;94;0.9037873246529481;0.685847115509404
8785;(45,55);(50,50);7.0710678118654755;789;132;1.757361044634464;0.6398303073725019
8786;(49,51);(50,50);1.4142135623730951;1396;182;1.888197827713446;0.7769999142930679
8787;(50,49);(50,50);1.0;551;112;1.811651185249306;0.5045754384142948
8788;(47,50);(50,50);3.0;540;110;1.78312482538142;0.6777231098821457
8789;(45,50);(50,50);5.0;2175;232;1.9692771625237184;0.6435205074866482
8790;(48,50);(48,50);0.0;658;116;1.6273471992739694;0.5610467223096806
8791;(18,11);(20,12);2.23606797749979;559;83;0.980696245939237;0.20852946764193228
8792;(49,50);(50,50);1.0;308;82;1.7372692164771173;0.8075648122930807
5604;(50,49);(50,50);1.0;484;136;3.0410432101525786;0.932703050573116
5605;(58,50);(50,50);8.0;983;144;1.678655595093358;0.6056634063017308
5606;(49,49);(50,50);1.4142135623730951;840;136;1.7522201353736286;0.49816613125364245
5607;(51,55);(50,50);5.0990195135927845;740;128;1.761888234876766;0.6955643660714442
5608;(46,51);(50,50);4.123105625617661;673;124;1.8181028268803736;0.6851288096810437
5609;(49,52);(50,50);2.23606797749979;585;124;2.091595217932464;0.8509425945621883
5610;(53,48);(50,50);3.605551275463989;802;142;2.0007482995666943;0.5924337781951943
5611;(46,54);(50,50);5.656854249492381;775;132;1.7891069215697963;0.5995602988114553
5612;(45,52);(50,50);5.385164807134504;784;128;1.6630067523071514;0.7182621045547416
5613;(46,48);(50,50);4.47213595499958;708;130;1.899518741704118;0.6125210490061871
5614;(46,55);(50,50);6.4031242374328485;731;122;1.6202887640080508;0.4568856063497574
5615;(47,48);(50,50);3.605551275463989;777;150;2.3043669366587167;0.7321752597776464
5616;(50,56);(50,50);6.0;2404;526;9.158559283463651;0.7793190854038032
5617;(50,54);(50,50);4.0;492;138;3.080230423010218;0.9179190436967398
5618;(48,60);(50,50);10.198039027185569;1438;266;3.915565769614098;0.82896063173323
8793;(50,42);(50,50);8.0;1403;220;2.7452242500526496;0.7289839626811899
8794;(54,52);(50,50);4.47213595499958;1888;212;1.8943484540048052;0.7836007660050893
8795;(45,53);(50,50);5.830951894845301;1179;192;2.488162774444288;0.6496987335057604
8796;(53,55);(50,50);5.830951894845301;2351;228;1.7595726417884066;0.34373644861474556
8797;(49,49);(50,50);1.4142135623730951;998;270;5.812823322344274;0.8170501301473427
8798;(47,53);(50,50);4.242640687119285;1652;222;2.374029120865911;0.6408986011503331
8799;(45,52);(50,50);5.385164807134504;2197;308;3.43606611776731;0.6829587836384696
8800;(31,42);(50,50);20.615528128088304;2572;221;1.511136581561287;0.9045173245124072
8801;(44,56);(50,50);8.48528137423857;2852;264;1.9446814364889091;0.3323674745950578
8802;(65,72);(50,50);26.627053911388696;1757;298;4.022081834471449;0.6448315435079639
8803;(46,42);(50,50);8.94427190999916;1968;437;7.721966546574228;0.7291122691637613
8804;(44,49);(50,50);6.082762530298219;1620;268;3.5281310594544113;0.612839442214215
8805;(55,50);(50,50);5.0;1133;202;2.8659127528339354;0.652976305901037
8806;(38,34);(50,50);20.0;883;374;12.605864563942216;0.9053229822760643
8807;(52,46);(50,50);4.47213595499958;1730;254;2.9676417076637915;0.3912415583450727
8808;(43,49);(50,50);7.0710678118654755;1840;384;6.377269371890901;0.6699075746036494
8809;(70,52);(50,50);20.09975124224178;2942;436;5.141862349081736;0.5057726763770082
8810;(50,45);(50,50);5.0;2339;292;2.900852301792938;0.838422626826841
8811;(62,60);(50,50);15.620499351813308;1551;262;3.521931629142509;0.7457756945317942
8812;(52,52);(50,50);2.8284271247461903;1395;214;2.612422858005892;0.8719180014643243
8813;(49,47);(50,50);3.1622776601683795;1215;160;1.6766940506800498;0.5374360492126592
8814;(47,43);(50,50);7.615773105863909;1027;196;2.976677845091651;0.9163860045760212
8815;(43,52);(50,50);7.280109889280518;922;208;3.7340994891148376;0.8523523164641991
8816;(51,47);(50,50);3.1622776601683795;1361;326;6.213942223377762;0.8696631713604964
8817;(57,45);(50,50);8.602325267042627;2624;360;3.930350728793757;0.7514258682785077
8818;(52,47);(50,50);3.605551275463989;1394;248;3.5109991463141785;0.7198554167625191
8819;(53,53);(50,50);4.242640687119285;1864;352;5.289681885423337;0.5591689415463121
8820;(32,45);(50,50);18.681541692269406;1665;324;5.01725204384829;0.8069711914339575
8821;(63,54);(50,50);13.601470508735444;1963;496;9.973169251068702;0.6412158312904109
8822;(44,60);(50,50);11.661903789690601;1735;314;4.522201950745969;0.8898704423329923
8823;(52,61);(50,50);11.180339887498949;756;168;2.970892271048713;0.8382180910479453
8824;(30,44);(50,50);20.8806130178211;3778;256;1.3804100516768731;0.7548696653515041
8825;(49,42);(50,50);8.06225774829855;1931;352;5.1061455382853955;0.534138021432417
8826;(55,52);(50,50);5.385164807134504;876;240;5.232491279733545;0.928441572402541
8827;(54,54);(50,50);5.656854249492381;2717;337;3.326291448657244;0.6920816131957954
8828;(62,48);(50,50);12.165525060596439;1435;286;4.535971332803021;0.8008488236590554
8829;(53,55);(50,50);5.830951894845301;681;130;1.9748300574545017;0.7871017743455532
8830;(67,40);(50,50);19.72308292331602;2708;388;4.423896187744885;0.8517014558326775
8831;(49,49);(50,50);1.4142135623730951;942;148;1.8503874063083203;0.7195153127600916
8832;(49,42);(50,50);8.06225774829855;1931;352;5.1061455382853955;0.534138021432417
8833;(48,48);(50,50);2.8284271247461903;2523;342;3.6891396678161805;0.47097112675248665
8834;(48,52);(50,50);2.8284271247461903;1395;194;2.1469374330489512;0.7709300831517242
8835;(41,48);(50,50);9.219544457292887;1889;340;4.86985479656514;0.6425986196278101
8836;(40,35);(50,50);18.027756377319946;2149;344;4.381982165128555;0.8228125786794509
8837;(61,48);(50,50);11.180339887498949;2160;348;4.461643571342799;0.7345321534281218
8838;(51,46);(50,50);4.123105625617661;2616;493;7.393434587832965;0.8332758034394662
8839;(36,56);(50,50);15.231546211727817;4170;350;2.337707497452899;0.6657755589862369
8840;(50,46);(50,50);4.0;1609;236;2.754597175402798;0.6883010844150108
8841;(44,42);(50,50);10.0;1284;202;2.52887784186982;0.7027150798488712
8842;(55,53);(50,50);5.830951894845301;1953;410;6.849448523744907;0.7065412931504934
8843;(49,59);(50,50);9.055385138137417;1941;289;3.4242091710402347;0.8361628682782803
8844;(45,47);(50,50);5.830951894845301;1555;190;1.8474255452146051;0.5660344136028004
8845;(54,54);(50,50);5.656854249492381;646;154;2.9214540482719737;0.8772000793598658
8846;(57,51);(50,50);7.0710678118654755;2233;250;2.2273139147432732;0.49755658953378273
8847;(41,45);(50,50);10.295630140987;2556;401;5.00631338108761;0.8146606934439946
8848;(42,51);(50,50);8.06225774829855;2132;394;5.794225315622295;0.7258821451700184
8849;(30,43);(50,50);21.18962010041709;2525;275;2.3833846675890267;0.9236590953595876
8850;(44,53);(50,50);6.708203932499369;748;130;1.7979401993669994;0.511093737900045
8851;(31,48);(50,50);19.1049731745428;2741;236;1.6169817056632987;0.43062799299302346
8852;(50,51);(50,50);1.0;2756;430;5.33885141104707;0.9356970553217727
8853;(53,42);(50,50);8.54400374531753;2236;345;4.236005613039544;0.8086240164512652
8854;(51,49);(50,50);1.4142135623730951;444;116;2.4116992277528646;0.8326368290606221
8855;(47,46);(50,50);5.0;1933;260;2.782947271860353;0.6258810737135995
8856;(60,53);(50,50);10.44030650891055;665;138;2.278907320482748;0.7579741040055116
8857;(47,50);(50,50);3.0;409;96;1.793119750042674;0.7754002466552212
8858;(50,53);(50,50);3.0;1433;242;3.2521807701443683;0.5283679341540688
8859;(56,56);(50,50);8.48528137423857;401;128;3.251364822465852;0.7718630349700423
8860;(47,59);(50,50);9.486832980505138;1302;286;4.999323243143115;0.6119682187731471
8861;(46,30);(50,26);5.656854249492381;1861;234;2.34139926489517;0.5658408598117061
8862;(49,52);(50,50);2.23606797749979;2110;270;2.749382784691747;0.458226355565464
8863;(48,57);(50,50);7.280109889280518;1707;278;3.6028502114569534;0.529332107597431
8864;(38,39);(50,50);16.278820596099706;1628;309;4.667160049556897;0.8153589830554502
8865;(49,47);(50,50);3.1622776601683795;1203;194;2.4895907889470377;0.34061406379827913
8866;(37,30);(14,50);30.479501308256342;1259;121;0.9254120420208259;0.36936780718647755
8867;(60,61);(50,50);14.866068747318506;1338;228;3.0917453519017517;0.8371928819110317
8868;(49,55);(50,50);5.0990195135927845;1340;170;1.7162603937894685;0.6447164591590936
8869;(48,49);(50,50);2.23606797749979;779;200;4.086134610831716;0.7801645282756943
8870;(49,54);(50,50);4.123105625617661;1074;152;1.711878866478189;0.5156649632650299
8871;(53,44);(50,50);6.708203932499369;1055;170;2.1798947181780925;0.8668701678199422
8872;(45,53);(50,50);5.830951894845301;1053;170;2.1840350690198362;0.8675952876864299
8873;(47,58);(50,50);8.54400374531753;1207;160;1.687807184404524;0.714407976028603
8874;(43,38);(50,50);13.892443989449804;1198;158;1.658240400394856;0.7251155117061656
8875;(47,54);(50,50);5.0;616;118;1.7987608990353496;0.7205795542048359
8876;(48,49);(50,50);2.23606797749979;444;96;1.6517702201969677;0.49925870952580387
8877;(49,48);(50,50);2.23606797749979;568;108;1.6341401903379114;0.5214453434304354
8878;(46,42);(50,50);8.94427190999916;447;96;1.6406845140211495;0.39535400323310776
8879;(44,48);(50,50);6.324555320336759;951;272;6.190809311099256;0.91146038557536
8880;(49,48);(50,50);2.23606797749979;511;102;1.6202035498317802;0.45190807087794876
8881;(47,50);(50,50);3.0;956;146;1.7743445433822391;0.4869334526416203
8882;(48,48);(50,50);2.8284271247461903;538;128;2.4234150442542877;0.3422237427894153
8883;(61,61);(50,50);15.556349186104045;1993;300;3.5935636924913648;0.9500331163456153
8884;(31,39);(50,50);21.95449840010015;1743;260;3.0863092808411143;0.9471426812153707
8885;(49,50);(50,50);1.0;405;92;1.6630709115182745;0.39683757974557915
5545;(46,52);(50,50);4.47213595499958;1030;160;1.9778478364818062;0.4727786880268265
5546;(43,52);(50,50);7.280109889280518;1735;190;1.655761799889747;0.6081612180062285
5547;(39,48);(50,50);11.180339887498949;638;148;2.732076703358053;0.6172535822278589
5548;(54,50);(50,50);4.0;2375;342;3.919031318694831;0.4893836698664871
5549;(58,48);(50,50);8.246211251235321;1766;410;7.57472987931699;0.8787924832756878
5550;(48,51);(50,50);2.23606797749979;782;154;2.4133750833551084;0.9320952244111608
5551;(46,49);(50,50);4.123105625617661;395;100;2.0146195328088017;0.8406933505106254
4356;(55,55);(50,50);7.0710678118654755;284;78;1.70475118621671;0.2561434154352421
4357;(46,50);(50,50);4.0;417;94;1.6862027304076586;0.4085904019986968
4358;(46,50);(50,50);4.0;508;126;2.4869526343769;0.6521413780127934
4359;(49,47);(50,50);3.1622776601683795;512;120;2.2381163872297782;0.6650228917888016
4360;(53,48);(50,50);3.605551275463989;950;154;1.986588752824942;0.25509395238359445
4361;(44,50);(50,50);6.0;531;120;2.1580331266697677;0.3659318912514537
4362;(56,46);(50,50);7.211102550927978;509;114;2.031805147762546;0.7889953985637215
4363;(45,48);(50,50);5.385164807134504;750;144;2.200157933302361;0.5578105080801241
4364;(58,56);(50,50);10.0;748;142;2.1451873479311345;0.5450886606225501
4365;(43,53);(50,50);7.615773105863909;785;132;1.766315750594385;0.5896153461217649
4366;(57,60);(50,50);12.206555615733702;781;148;2.23183730696855;0.47995023116582874
4367;(44,54);(50,50);7.211102550927978;753;132;1.8413783057325261;0.45374549337992987
4368;(46,47);(50,50);5.0;1011;154;1.8667253364823888;0.4994391150078578
4369;(46,51);(50,50);4.123105625617661;313;88;1.9688432576735424;0.35119532997714925
4370;(47,49);(50,50);3.1622776601683795;619;120;1.8512368178701881;0.4215155073623637
4371;(54,47);(50,50);5.0;690;168;3.255064575235981;0.2835551132944623
4372;(55,45);(50,50);7.0710678118654755;894;176;2.7572614749522093;0.4055187494767487
4373;(49,56);(50,50);6.082762530298219;657;130;2.0469699682290954;0.4377940866841249
4374;(51,56);(50,50);6.082762530298219;489;118;2.26592375011406;0.6596961043652138
4375;(47,51);(50,50);3.1622776601683795;862;178;2.924979824201631;0.543092078619569
4376;(61,62);(50,50);16.278820596099706;1378;240;3.326315211209424;0.888123111471513
4377;(50,50);(50,50);0.0;340;86;1.7310440575112616;0.5280487112112093
4378;(50,48);(50,50);2.0;886;140;1.7604045624159983;0.3204669656885377
4379;(60,55);(50,50);11.180339887498949;455;102;1.8196132175033837;0.670291434125313
4380;(52,58);(50,50);8.246211251235321;1214;186;2.2677612896240573;0.584001123205572
4381;(48,54);(50,50);4.47213595499958;322;84;1.7437845938764185;0.6413789131276105
4382;(50,47);(50,50);3.0;511;116;2.0954881744075773;0.5444761458530488
4383;(51,55);(50,50);5.0990195135927845;621;196;4.922782845264292;0.919833632120569
4384;(51,53);(50,50);3.1622776601683795;480;118;2.308409820428699;0.677883585894409
4385;(45,51);(50,50);5.0990195135927845;897;144;1.8395969341992988;0.5793408421915047
4386;(51,46);(50,50);4.123105625617661;602;124;2.0325302366951683;0.6420382010418729
4387;(47,49);(50,50);3.1622776601683795;549;114;1.8837683428253842;0.6600279056258356
4388;(53,45);(50,50);5.830951894845301;778;150;2.301405025429078;0.7792450177294513
4389;(52,59);(50,50);9.219544457292887;1331;334;6.669680252276288;0.9262195506350523
4390;(45,62);(50,50);13.0;2016;240;2.273642044169933;0.8202460220623033
4391;(52,39);(50,50);11.180339887498949;1849;272;3.184131776557811;0.8380975336129923
4392;(45,58);(50,50);9.433981132056603;1134;202;2.8633854929108016;0.8302358716095076
4393;(46,49);(50,50);4.123105625617661;846;178;2.9802985915624185;0.35921686850141793
4394;(51,55);(50,50);5.0990195135927845;1042;194;2.8742588475079525;0.7863995832317534
4395;(54,59);(50,50);9.848857801796104;1451;344;6.489923964756212;0.9075918949712993
4396;(46,51);(50,50);4.123105625617661;802;148;2.1733976767362067;0.33859010519168276
4397;(50,51);(50,50);1.0;329;80;1.5480116045412313;0.2199368514027992
4398;(52,51);(50,50);2.23606797749979;558;124;2.1928014381550027;0.6744279458768122
4399;(54,49);(50,50);4.123105625617661;2795;334;3.1761518482217315;0.46980403276943633
4400;(50,52);(50,50);2.0;1212;274;4.929338493220765;0.8268173251869722
4401;(52,53);(50,50);3.605551275463989;1098;184;2.4537111809286016;0.6062851308320618
5985;(48,50);(50,50);2.0;316;80;1.6116956262470414;0.4656848002994411
5986;(46,51);(50,50);4.123105625617661;324;80;1.5719006725125466;0.4772827217914256
5987;(49,54);(50,50);4.123105625617661;327;92;2.059766725274927;0.5177903401353875
5988;(48,51);(50,50);2.23606797749979;668;120;1.7154425003916862;0.6741711916077298
5989;(47,53);(50,50);4.242640687119285;280;76;1.641569555890692;0.5576579937521012
5990;(46,50);(50,50);4.0;372;88;1.6565804829349968;0.47328165068782513
5991;(48,52);(50,50);2.8284271247461903;906;138;1.6727079118333636;0.42388601146132265
5992;(46,51);(50,50);4.123105625617661;348;84;1.6135018368626632;0.5194616484870578
5993;(45,48);(50,50);5.385164807134504;375;110;2.567699748549245;0.9234340621325536
5994;(49,48);(50,50);2.23606797749979;403;94;1.7447804927543267;0.6631645633306871
5995;(46,50);(50,50);4.0;362;90;1.7806008826579451;0.532147839021336
5996;(47,48);(50,50);3.605551275463989;139;80;3.6639986898853603;0.9393254790435596
5997;(52,52);(50,50);2.8284271247461903;773;148;2.254935235113115;0.6668079553940236
5998;(49,53);(50,50);3.1622776601683795;684;124;1.7888643311264494;0.6009438068113334
5999;(46,50);(50,50);4.0;889;136;1.6556410727939799;0.5503331717840757
6000;(48,48);(50,50);2.8284271247461903;661;120;1.7336090624230656;0.6292277360271389
6001;(49,53);(50,50);3.1622776601683795;415;98;1.841595269222365;0.7983561289938901
6002;(49,50);(50,50);1.0;395;92;1.7051739725693698;0.6262917990867201
6003;(51,53);(50,50);3.1622776601683795;417;100;1.9083326509819585;0.5509158192565036
6004;(45,10);(6,50);55.86591089385369;294;65;1.1435878138830915;0.8241502588773476
6005;(48,54);(50,50);4.47213595499958;395;90;1.6318418215751294;0.3434757248824935
8450;(53,51);(50,50);3.1622776601683795;3236;318;2.4867713945032177;0.5241866710294637
8451;(51,47);(50,50);3.1622776601683795;3656;464;4.686190184342546;0.4945822515224118
8452;(47,51);(50,50);3.1622776601683795;3933;451;4.115468418489017;0.7462899875833842
8453;(53,60);(50,50);10.44030650891055;1896;216;1.9582101858901555;0.6308207567856063
8454;(49,54);(50,50);4.123105625617661;2281;330;3.799205020321658;0.6556876057410846
8455;(48,47);(50,50);3.605551275463989;2379;260;2.261217770704524;0.8224528058691721
8456;(49,55);(50,50);5.0990195135927845;3576;408;3.7043580043133764;0.7725553203761055
8457;(48,43);(50,50);7.280109889280518;4622;205;0.723548948878938;0.8455796998084292
8458;(62,46);(50,50);12.649110640673518;2071;248;2.363270309011089;0.752785611948453
8459;(52,40);(50,50);10.198039027185569;4647;171;0.5007370013933841;0.9090295357378595
8460;(43,47);(50,50);7.615773105863909;2905;288;2.27210802062206;0.8069539232953244
8461;(58,46);(50,50);8.94427190999916;4219;401;3.03297866841904;0.5680140735284004
8462;(53,48);(50,50);3.605551275463989;1282;172;1.8363649908075785;0.7241276588302957
8463;(52,50);(50,50);2.0;1786;202;1.8180734316690084;0.6951401225755123
8464;(53,49);(50,50);3.1622776601683795;1207;234;3.610061335517739;0.8421330893043528
8465;(58,55);(50,50);9.433981132056603;3379;318;2.3815306992046206;0.8226288599166218
8466;(45,59);(50,50);10.295630140987;1245;226;3.264657780466525;0.5636034302268627
8467;(44,49);(50,50);6.082762530298219;1294;278;4.752755263490742;0.6706424947408162
8468;(57,38);(50,50);13.892443989449804;3186;203;1.0292868879274821;0.8025827443431718
8469;(46,46);(50,50);5.656854249492381;1412;180;1.8259986388730203;0.6547254529299491
8470;(47,44);(50,50);6.708203932499369;2123;400;5.997360078827898;0.6246906881683961
8471;(48,53);(50,50);3.605551275463989;1808;212;1.978169182058115;0.8432672836284796
8472;(49,49);(50,50);1.4142135623730951;781;208;4.408245491631088;0.7634562892803037
8473;(60,48);(50,50);10.198039027185569;1385;292;4.898984501006269;0.9191134245327373
8474;(37,61);(50,50);17.029386365926403;3562;448;4.483862113744492;0.6709780322938469
8475;(52,60);(50,50);10.198039027185569;1486;278;4.138671137925316;0.7165445571032673
8476;(54,53);(50,50);5.0;4685;304;1.5697399381836286;0.5838761997481763
8477;(62,46);(50,50);12.649110640673518;1006;208;3.4223058936022666;0.8346165044533698
8478;(51,47);(50,50);3.1622776601683795;1751;390;6.91246911601293;0.9377165244909716
8479;(45,56);(50,50);7.810249675906654;1591;280;3.921353720428848;0.5676394483223822
8480;(44,54);(50,50);7.211102550927978;1624;212;2.202296724852877;0.6663499548809009
8481;(51,42);(50,50);8.06225774829855;1080;216;3.4377467707849396;0.717018884490527
8482;(38,43);(50,50);13.892443989449804;2109;310;3.626076346877938;0.8188224890603187
8483;(40,50);(50,50);10.0;1188;218;3.1833667994525396;0.805170214892806
8484;(54,48);(50,50);4.47213595499958;1892;344;4.977209129419272;0.6156736264588355
8485;(42,41);(50,50);12.041594578792296;3907;350;2.4950704541537214;0.7378206566414475
8486;(48,48);(50,50);2.8284271247461903;1597;220;2.4117405277544566;0.7565607515985455
8487;(51,51);(50,50);1.4142135623730951;1588;326;5.325677182630438;0.8780801861894918
8488;(55,49);(50,50);5.0990195135927845;2447;260;2.198380497141832;0.7929246655085116
8489;(48,55);(50,50);5.385164807134504;1847;204;1.7930135657044712;0.49230794841102116
8490;(52,49);(50,50);2.23606797749979;1753;242;2.65851400092235;0.6933235766901006
8491;(51,51);(50,50);1.4142135623730951;2234;218;1.6928557554832664;0.5346262993922065
8492;(47,52);(50,50);3.605551275463989;1306;168;1.7197508092747527;0.47461792272654607
8493;(54,56);(50,50);7.211102550927978;2418;284;2.6544253701447293;0.5458062096863343
8494;(53,54);(50,50);5.0;401;96;1.8288927126370418;0.7867220985372992
8495;(53,49);(50,50);3.1622776601683795;457;98;1.672345813407618;0.7838466858762964
8496;(45,49);(42,50);3.1622776601683795;588;118;1.8844161799417947;0.8514263769814768
8497;(46,51);(50,50);4.123105625617661;798;132;1.7375411832288123;0.6531392319563308
8498;(51,51);(50,50);1.4142135623730951;501;100;1.5883726855478577;0.5224422847176345
8499;(51,50);(50,50);1.0;505;100;1.57579151576134;0.7290652347264752
8500;(50,51);(50,50);1.0;648;118;1.7099332003175547;0.5363980523300171
7340;(55,51);(50,50);5.0990195135927845;885;138;1.7123992860124604;0.6960712318627812
7341;(45,50);(50,50);5.0;639;118;1.7340167665192103;0.7568683612333874
7342;(52,45);(50,45);2.0;354;88;1.7408133888469455;0.5361941805733413
7343;(49,52);(50,50);2.23606797749979;475;100;1.6753151904410035;0.3103684912776703
7344;(44,50);(50,50);6.0;309;80;1.6482065304015052;0.48742185516769054
7345;(50,54);(50,50);4.0;1235;276;4.908415767193611;0.8479500644150467
7346;(45,45);(50,50);7.0710678118654755;652;116;1.6423227869973496;0.3364462434279863
7347;(40,46);(50,50);10.770329614269007;501;110;1.9219309495129078;0.7302047037075801
7348;(53,47);(50,50);4.242640687119285;887;140;1.758419889854086;0.6352646176475636
7349;(48,46);(50,50);4.47213595499958;619;124;1.9767095355258342;0.8367365385923078
7350;(55,48);(50,50);5.385164807134504;610;120;1.878550147969912;0.6713818807244742
7351;(45,50);(50,50);5.0;511;122;2.3178690537962527;0.8856842142662558
7352;(47,53);(50,50);4.242640687119285;440;94;1.598060314954531;0.3174422714909253
7353;(49,50);(50,50);1.0;366;90;1.7611407637217928;0.560175564535837
7354;(53,50);(50,50);3.0;538;112;1.855427143257189;0.6102186215977297
7355;(43,52);(50,50);7.280109889280518;642;116;1.6679041388197382;0.490653471016773
7356;(45,55);(50,50);7.0710678118654755;592;108;1.5678912637025906;0.5221693108558572
7357;(43,51);(50,50);7.0710678118654755;363;88;1.6976527263135501;0.7729324101560131
7358;(54,57);(50,50);8.06225774829855;454;96;1.6153876162278717;0.5067484745586817
7359;(53,57);(50,50);7.615773105863909;733;128;1.7787139069697226;0.8504849527483946
7360;(46,47);(50,50);5.0;353;86;1.667294559642575;0.3569670097957461
7361;(44,50);(50,50);6.0;569;112;1.7543406029391346;0.3360693485469228
7362;(46,58);(50,50);8.94427190999916;754;140;2.0685920985418758;0.8571521397741964
7363;(45,51);(50,50);5.0990195135927845;665;122;1.7810993781802784;0.7202732883416539
7364;(47,53);(50,50);4.242640687119285;539;108;1.7220623898180587;0.7032154840814346
7365;(44,48);(50,50);6.324555320336759;530;104;1.6239810042282452;0.38990093703925355
7366;(48,50);(50,50);2.0;321;84;1.749216944636158;0.6336218601616183
7367;(47,49);(50,50);3.1622776601683795;318;82;1.6826381090407299;0.39026083230652514
7368;(45,49);(50,50);5.0990195135927845;314;114;3.293594968825274;0.9248661405136456
7369;(51,55);(50,50);5.0990195135927845;323;82;1.656591079489016;0.631184301025314
7370;(46,52);(50,50);4.47213595499958;492;100;1.617428283454221;0.5625262624872301
7371;(48,51);(50,50);2.23606797749979;612;118;1.8105175062185872;0.7186283672537105
7372;(44,53);(50,50);6.708203932499369;749;128;1.7407173482093545;0.7354795492158087
7373;(55,58);(50,50);9.433981132056603;380;98;2.011215886124425;0.7294639456957422
7374;(45,42);(50,50);9.433981132056603;540;108;1.7188733853924698;0.6224132841071819
7375;(53,57);(50,50);7.615773105863909;282;76;1.6299272186148714;0.6248565351891654
7376;(44,50);(50,50);6.0;193;82;2.7724296304401665;0.9264735825231596
7377;(51,45);(50,50);5.0990195135927845;636;160;3.2031183515350006;0.8711926934747967
7378;(50,53);(50,50);3.0;703;126;1.7971151326649577;0.5645237634482998
7379;(51,57);(50,50);7.0710678118654755;319;84;1.760183822031996;0.6905063304316331
7380;(51,54);(50,50);4.123105625617661;288;80;1.768388256576615;0.7618562605567203
7381;(51,52);(50,50);2.23606797749979;478;82;1.11941196375513;0.7471945585420116
7382;(46,51);(50,47);5.656854249492381;1061;176;2.3232721570285344;0.2850596819693624
7383;(29,31);(50,13);27.65863337187866;854;134;1.6731769075866936;0.6728859585541379
8886;(42,49);(50,50);8.06225774829855;1895;198;1.6463088097558483;0.6514468681172813
8887;(46,48);(50,50);4.47213595499958;1826;272;3.224238584258156;0.5817757504615094
8888;(52,47);(50,50);3.605551275463989;262;80;1.9438771675345994;0.7836643964980999
8889;(57,49);(50,50);7.0710678118654755;2285;266;2.464150361796531;0.6379747865069346
8890;(31,49);(50,50);19.026297590440446;2932;272;2.0080012465400388;0.7399936341329364
8891;(48,54);(50,50);4.47213595499958;2738;512;7.618976150818446;0.5802364251917684
8892;(59,40);(50,50);13.45362404707371;2315;556;10.626462740314505;0.6334807702270485
8893;(49,40);(50,50);10.04987562112089;2106;372;5.228988044831159;0.6502724999746973
8894;(47,53);(50,50);4.242640687119285;1882;252;2.6851688379669825;0.7685061516927177
8895;(39,47);(50,50);11.40175425099138;826;192;3.551505945605103;0.7056141964965555
8896;(47,55);(50,50);5.830951894845301;1607;196;1.902332387622356;0.6488266908289074
8897;(38,60);(50,50);15.620499351813308;2583;234;1.6869314874060823;0.6609349600007145
8898;(51,55);(50,50);5.0990195135927845;852;176;2.893182815266755;0.8580725628494603
8899;(59,56);(50,50);10.816653826391969;1541;220;2.4993832724359946;0.817470264057812
8900;(49,56);(50,50);6.082762530298219;1862;202;1.743866352825375;0.49212033171123987
8901;(52,48);(50,50);2.8284271247461903;1832;234;2.3784628995468946;0.5352761967767223
8902;(46,48);(50,50);4.47213595499958;583;116;1.8366971820279105;0.7086569853487545
8903;(44,51);(50,50);6.082762530298219;1385;172;1.6997977748847046;0.6105125670980952
8904;(51,50);(50,50);1.0;2214;226;1.835817044571284;0.38897102284052565
8905;(56,64);(50,50);15.231546211727817;2748;329;3.134477837556376;0.8238480152603909
8906;(42,46);(50,50);8.94427190999916;2240;336;4.010704565915763;0.6160902445312232
8907;(41,55);(50,50);10.295630140987;1607;196;1.902332387622356;0.7046615812608532
8908;(48,50);(50,50);2.0;1844;238;2.444461116186909;0.6808838850117027
8909;(51,55);(50,50);5.0990195135927845;2185;246;2.2039863927114736;0.6661349388709555
8910;(48,57);(50,50);7.280109889280518;694;196;4.404968511396435;0.8013972920755129
8911;(55,51);(50,50);5.0990195135927845;686;124;1.7836489832222906;0.7622416246445288
8912;(55,53);(50,50);5.830951894845301;561;108;1.654530531393821;0.6618910237613657
8913;(50,55);(50,50);5.0;689;124;1.7758827322068091;0.5552437706545758
8914;(47,50);(50,50);3.0;551;112;1.811651185249306;0.5020632425578198
8915;(51,50);(50,50);1.0;851;182;3.097443205038743;0.6506799047777955
8916;(54,55);(50,50);6.4031242374328485;536;108;1.7317007987162942;0.5686421809188985
8917;(48,58);(50,50);8.246211251235321;573;120;1.9998526880657008;0.39912075231213073
8918;(48,51);(50,50);2.23606797749979;1379;182;1.9114751033270274;0.6090309663624863
8919;(51,38);(50,38);1.0;2229;280;2.798956379184521;0.5582624322513885
