image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1964,Negative for intraepithelial lesion,1103,695
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1965,Negative for intraepithelial lesion,1163,687
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1966,ASC-H,635,822
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1967,ASC-H,653,894
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1968,ASC-H,499,897
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1969,ASC-H,345,961
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1970,Negative for intraepithelial lesion,58,717
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1971,Negative for intraepithelial lesion,50,682
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1972,Negative for intraepithelial lesion,934,697
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1973,Negative for intraepithelial lesion,474,130
340,987a233d03cd94cd14e42ac9a2a5ab62.png,10.6084/m9.figshare.12230690,1974,ASC-H,935,798
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1975,ASC-H,887,217
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1976,ASC-H,883,272
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1977,ASC-H,800,267
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1978,ASC-H,810,334
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1979,ASC-H,955,255
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1980,ASC-H,1028,280
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1981,ASC-H,1045,355
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1982,ASC-H,939,322
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1983,ASC-H,913,346
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1984,ASC-H,905,362
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1985,ASC-H,864,405
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1986,ASC-H,827,409
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1987,ASC-H,974,444
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1988,ASC-H,979,381
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1989,ASC-H,1078,345
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1990,ASC-H,1078,392
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1991,ASC-H,1100,445
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1992,ASC-H,1072,446
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1993,ASC-H,1135,469
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1994,ASC-H,1163,411
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1995,ASC-H,1205,487
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1996,ASC-H,1139,532
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1997,ASC-H,1025,495
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1998,ASC-H,1092,575
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,1999,ASC-H,1157,604
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2000,ASC-H,1012,581
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2001,ASC-H,995,629
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2002,ASC-H,960,566
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2003,ASC-H,955,510
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2004,ASC-H,908,512
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2005,ASC-H,870,506
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2006,ASC-H,797,444
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2007,ASC-H,784,511
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2008,ASC-H,878,584
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2009,ASC-H,839,601
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2010,ASC-H,770,566
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2011,ASC-H,712,532
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2012,ASC-H,643,457
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2013,ASC-H,603,414
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2014,ASC-H,642,262
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2015,ASC-H,517,424
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2016,ASC-H,550,477
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2017,ASC-H,574,492
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2018,ASC-H,617,530
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2019,ASC-H,685,584
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2020,ASC-H,725,622
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2021,ASC-H,790,647
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2022,ASC-H,895,656
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2023,ASC-H,548,652
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2024,ASC-H,575,587
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2025,ASC-H,482,528
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2026,Negative for intraepithelial lesion,250,65
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2027,Negative for intraepithelial lesion,179,62
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2028,Negative for intraepithelial lesion,19,189
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2029,Negative for intraepithelial lesion,387,35
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2030,Negative for intraepithelial lesion,455,34
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2031,Negative for intraepithelial lesion,370,255
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2032,Negative for intraepithelial lesion,433,347
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2033,Negative for intraepithelial lesion,309,375
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2034,Negative for intraepithelial lesion,654,184
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2035,Negative for intraepithelial lesion,742,210
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2036,Negative for intraepithelial lesion,848,118
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2037,Negative for intraepithelial lesion,857,64
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2038,Negative for intraepithelial lesion,972,85
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2039,Negative for intraepithelial lesion,925,149
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2040,Negative for intraepithelial lesion,463,865
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2041,Negative for intraepithelial lesion,145,849
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2042,Negative for intraepithelial lesion,75,893
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2043,Negative for intraepithelial lesion,82,810
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2044,Negative for intraepithelial lesion,150,935
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2045,Negative for intraepithelial lesion,492,905
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2046,Negative for intraepithelial lesion,430,1015
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2047,Negative for intraepithelial lesion,597,890
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2048,Negative for intraepithelial lesion,567,834
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2049,Negative for intraepithelial lesion,610,805
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2050,Negative for intraepithelial lesion,697,722
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2051,Negative for intraepithelial lesion,739,790
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2052,Negative for intraepithelial lesion,735,889
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2053,Negative for intraepithelial lesion,783,909
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2054,Negative for intraepithelial lesion,839,754
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2055,Negative for intraepithelial lesion,705,963
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2056,Negative for intraepithelial lesion,779,987
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2057,Negative for intraepithelial lesion,845,942
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2058,Negative for intraepithelial lesion,848,842
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2059,Negative for intraepithelial lesion,874,843
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2060,Negative for intraepithelial lesion,887,808
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2061,Negative for intraepithelial lesion,917,749
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2062,Negative for intraepithelial lesion,955,762
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2063,Negative for intraepithelial lesion,975,779
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2064,Negative for intraepithelial lesion,1023,812
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2065,Negative for intraepithelial lesion,955,853
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2066,Negative for intraepithelial lesion,899,917
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2067,Negative for intraepithelial lesion,953,990
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2068,Negative for intraepithelial lesion,972,930
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2069,Negative for intraepithelial lesion,1004,899
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2070,Negative for intraepithelial lesion,1043,992
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2071,Negative for intraepithelial lesion,1094,904
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2072,Negative for intraepithelial lesion,1128,938
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2073,Negative for intraepithelial lesion,1144,820
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2074,Negative for intraepithelial lesion,1089,822
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2075,Negative for intraepithelial lesion,1179,690
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2076,Negative for intraepithelial lesion,1227,645
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2077,Negative for intraepithelial lesion,998,694
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2078,Negative for intraepithelial lesion,1163,288
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2079,Negative for intraepithelial lesion,1218,247
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2080,Negative for intraepithelial lesion,1247,169
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2081,Negative for intraepithelial lesion,1088,220
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2082,Negative for intraepithelial lesion,1035,179
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2083,Negative for intraepithelial lesion,1004,180
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2084,Negative for intraepithelial lesion,1097,148
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2085,Negative for intraepithelial lesion,1128,110
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2086,Negative for intraepithelial lesion,1082,99
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2087,Negative for intraepithelial lesion,1053,70
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2088,Negative for intraepithelial lesion,1078,39
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2089,Negative for intraepithelial lesion,405,426
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2090,Negative for intraepithelial lesion,68,502
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2091,Negative for intraepithelial lesion,360,472
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2092,ASC-H,224,392
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2093,ASC-H,213,516
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2094,ASC-H,283,519
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2095,ASC-H,402,557
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2096,ASC-H,502,614
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2097,ASC-H,479,636
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2098,ASC-H,504,712
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2099,ASC-H,463,712
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2100,ASC-H,385,762
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2101,ASC-H,312,785
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2102,ASC-H,279,759
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2103,ASC-H,323,689
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2104,ASC-H,220,725
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2105,ASC-H,144,686
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2106,ASC-H,158,627
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2107,ASC-H,215,562
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2108,ASC-H,259,595
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2109,ASC-H,269,559
339,9073bf65a95626d36c392876535fbd34.png,10.6084/m9.figshare.12230687,2110,ASC-H,353,630
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2111,LSIL,1034,686
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2112,LSIL,1029,721
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2113,LSIL,1097,717
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2114,LSIL,1072,631
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2115,LSIL,317,861
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2116,LSIL,447,99
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2117,Negative for intraepithelial lesion,289,153
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2118,Negative for intraepithelial lesion,425,228
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2119,Negative for intraepithelial lesion,559,160
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2120,Negative for intraepithelial lesion,490,280
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2121,Negative for intraepithelial lesion,590,43
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2122,Negative for intraepithelial lesion,615,74
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2123,Negative for intraepithelial lesion,862,82
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2124,Negative for intraepithelial lesion,902,189
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2125,Negative for intraepithelial lesion,805,300
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2126,Negative for intraepithelial lesion,1027,69
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2127,Negative for intraepithelial lesion,1092,199
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2128,Negative for intraepithelial lesion,1129,247
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2129,Negative for intraepithelial lesion,1213,198
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2130,Negative for intraepithelial lesion,1022,273
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2131,Negative for intraepithelial lesion,343,432
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2132,Negative for intraepithelial lesion,410,375
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2133,Negative for intraepithelial lesion,444,469
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2134,Negative for intraepithelial lesion,184,442
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2135,Negative for intraepithelial lesion,169,501
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2136,Negative for intraepithelial lesion,210,511
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2137,Negative for intraepithelial lesion,68,537
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2138,Negative for intraepithelial lesion,72,622
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2139,Negative for intraepithelial lesion,282,694
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2140,Negative for intraepithelial lesion,280,647
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2141,Negative for intraepithelial lesion,265,552
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2142,Negative for intraepithelial lesion,379,747
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2143,Negative for intraepithelial lesion,423,730
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2144,Negative for intraepithelial lesion,194,951
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2145,Negative for intraepithelial lesion,128,849
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2146,Negative for intraepithelial lesion,88,811
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2147,Negative for intraepithelial lesion,70,847
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2148,Negative for intraepithelial lesion,80,977
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2149,Negative for intraepithelial lesion,329,1004
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2150,Negative for intraepithelial lesion,673,951
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2151,Negative for intraepithelial lesion,690,956
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2152,Negative for intraepithelial lesion,868,921
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2153,Negative for intraepithelial lesion,852,846
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2154,ASC-US,747,897
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2155,Negative for intraepithelial lesion,897,542
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2156,Negative for intraepithelial lesion,930,599
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2157,Negative for intraepithelial lesion,973,524
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2158,Negative for intraepithelial lesion,1009,579
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2159,ASC-US,1234,661
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2160,Negative for intraepithelial lesion,605,152
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2161,Negative for intraepithelial lesion,890,684
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2162,Negative for intraepithelial lesion,895,734
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2163,Negative for intraepithelial lesion,928,759
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2164,Negative for intraepithelial lesion,812,804
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2165,Negative for intraepithelial lesion,1000,844
338,f7f0f05e4ea3c356b520371057e646b9.png,10.6084/m9.figshare.12230681,2166,Negative for intraepithelial lesion,84,662
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2167,LSIL,722,377
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2168,Negative for intraepithelial lesion,735,155
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2169,Negative for intraepithelial lesion,844,303
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2170,Negative for intraepithelial lesion,939,277
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2171,Negative for intraepithelial lesion,969,348
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2172,Negative for intraepithelial lesion,1164,335
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2173,Negative for intraepithelial lesion,1203,87
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2174,Negative for intraepithelial lesion,1094,460
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2175,Negative for intraepithelial lesion,1184,560
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2176,Negative for intraepithelial lesion,1058,579
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2177,Negative for intraepithelial lesion,15,264
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2178,Negative for intraepithelial lesion,87,262
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2179,Negative for intraepithelial lesion,142,338
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2180,Negative for intraepithelial lesion,187,242
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2181,Negative for intraepithelial lesion,265,270
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2182,Negative for intraepithelial lesion,259,397
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2183,Negative for intraepithelial lesion,439,314
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2184,Negative for intraepithelial lesion,418,327
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2185,Negative for intraepithelial lesion,457,372
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2186,Negative for intraepithelial lesion,430,444
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2187,Negative for intraepithelial lesion,490,454
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2188,Negative for intraepithelial lesion,500,413
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2189,Negative for intraepithelial lesion,528,392
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2190,Negative for intraepithelial lesion,495,302
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2191,Negative for intraepithelial lesion,562,333
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2192,Negative for intraepithelial lesion,595,403
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2193,Negative for intraepithelial lesion,565,480
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2194,Negative for intraepithelial lesion,914,398
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2195,Negative for intraepithelial lesion,922,415
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2196,Negative for intraepithelial lesion,880,450
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2197,Negative for intraepithelial lesion,977,550
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2198,Negative for intraepithelial lesion,948,593
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2199,Negative for intraepithelial lesion,1060,533
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2200,Negative for intraepithelial lesion,1093,705
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2201,Negative for intraepithelial lesion,792,627
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2202,Negative for intraepithelial lesion,650,616
337,16032768fe56bbb933730762d726d263.png,10.6084/m9.figshare.12230678,2203,Negative for intraepithelial lesion,90,638
